Hospitalizations - Total,Cases - Total,Deaths - Total,Date
52.1276377911159,538.3168011364315,1.0457679364005903,08/06/2022
12.79451237821474,745.19529299348,1.79593104819227,04/26/2022
32.631086388949015,374.17926141931935,0.0787237211543002,11/12/2022
29.93810393746052,275.0734549624192,2.785708354889971,02/11/2023
12.336503590156228,109.03573926450464,0.9663041464633496,07/30/2023
31.15757765506564,311.8102984209686,6.608251357550233,09/21/2021
18.881181734259272,138.56602437420952,1.7660679465094715,07/23/2021
15.018794010704266,143.66235208416836,0.2186440400223095,08/26/2023
-3.347677683297375,123.89219331631884,0.1861694537837706,02/20/2024
20.42470350253139,409.6554577109009,1.4062827520230412,08/05/2021
112.46738947307983,2062.7964414504704,38.69270083492604,01/20/2022
33.196493150252614,316.5065505282071,1.2420049446415296,08/28/2022
4.654332359975307,-76.84895048335036,2.408683660830849,05/01/2024
4.246986260439512,339.5120445891666,-0.1219043815310709,03/14/2023
29.30834060013584,764.0129116755874,0.3413801844900862,08/29/2022
32.021806582347914,314.3547133312978,1.644492146476605,02/13/2023
144.85097888356873,2600.02247587656,29.35931715736001,01/18/2022
2.64333684607797,144.90371650495194,8.289753134368752,02/27/2022
21.815300073101884,558.5366684646689,6.52371611420271,02/10/2022
31.59243505067245,504.3780048686439,1.103171624464681,09/09/2022
17.93509501019812,172.99801386255112,1.8074164124563337,08/08/2020
14.673401877199936,189.02238389818,3.2105733792093067,03/14/2021
10.983535411173808,354.7897533405051,1.2880777430302257,03/29/2023
43.16992682187109,237.465621020385,3.4131859023535385,08/21/2022
15.997587984380084,326.8749992803245,9.341560765423331,02/11/2022
2.289086415932152,385.94190422308566,0.3089960551832695,07/14/2021
29.45720402990792,1514.7199671441651,1.7066260728469538,05/12/2022
4.072947160246036,125.38139629610754,-1.840308254498067,06/21/2023
1.4482423943973393,27.98786871309798,-1.470713478736952,06/02/2023
31.74700398627251,231.96658399648024,8.838194914000667,02/17/2021
60.87638236113388,886.4390768264632,4.683692786555778,04/08/2021
22.46339534769869,71.99022849494219,4.272436198929428,10/04/2020
26.77506929669308,395.8431948250779,3.296819944557229,07/17/2020
44.30796440023662,238.74866543786484,6.235578286744479,05/15/2021
35.90359441420901,354.782901373761,1.39980685210161,12/17/2022
158.58448735553392,720.3054199447544,30.557774409896588,04/16/2020
47.79557570364844,859.5982994216953,12.68959116929781,01/22/2021
90.2422883702516,1243.2832234879695,11.92002872162268,12/05/2020
38.47620766034695,235.3035505388831,1.4413839943066378,02/17/2023
21.466882372650577,460.7981796732354,-0.96297410656719,03/10/2023
17.683971733801933,320.0848437757391,7.396864011499528,09/24/2021
14.880941168771614,153.12707590330825,1.3942976385280386,07/27/2021
7.604257825697619,228.34800660111492,-0.4730699696860976,07/16/2021
37.96524070150196,303.51625928164015,6.624919245505016,03/28/2021
104.31855054036988,2821.117093225401,8.219093692206286,12/18/2021
30.666945527554745,550.8964864066962,1.6834445201162662,06/05/2022
45.1550715752046,1185.1919655155348,0.7691111760494365,07/18/2022
39.08159540200505,393.5408158944364,-0.389609233860575,01/09/2023
73.68902282322108,1291.7867356221077,21.32447701524292,01/02/2021
17.98708813710117,324.55041555883446,-0.3197516239890383,04/09/2022
15.726004554729002,4.6185008071187,0.4073346017269625,05/02/2024
25.944060938279826,71.49247802858102,0.7008818798994624,09/04/2023
7.580200945999734,312.58858333549546,-0.4143564384387362,07/24/2021
35.41763853407248,295.8214703230387,6.956745610043951,07/09/2020
13.286764336092029,252.7559281724789,0.3699615236047261,10/13/2023
,-38.637972516025926,-0.3448775535809623,05/16/2024
24.61247762255249,143.79630023859303,-0.261108241070108,09/03/2023
12.96126959814092,-60.33906440568268,-0.4663281901888303,06/30/2021
-6.442492388123732,104.23259616351892,0.0839262823851471,06/18/2023
36.22013989289546,447.5950826451179,12.3227187861544,02/07/2022
34.08402618151702,510.4253110266837,1.169728330295547,11/16/2022
6.881700354279648,16.941665177205692,-0.1192535510909639,07/21/2023
29.370486149304888,282.36432799376496,1.9109916414624888,09/27/2020
29.89536787191116,461.74001061673806,2.334367899001492,06/26/2022
65.23777122388074,1071.628869992432,14.406412982175125,12/10/2021
129.12687971094692,2175.7055083647774,16.50539824964475,01/19/2022
21.133348034360647,242.18824559044933,1.502603453062792,02/05/2024
20.199581713686666,6.681403361474906,0.1665176720995129,01/14/2024
14.480438558185078,-88.89713248356665,1.3750848382738925,04/16/2023
12.241100824313126,97.17566291077654,1.5430456768236107,04/01/2023
8.809719947704044,15.59130844040483,-2.1210102460917346,10/29/2023
31.945049694319675,544.5948007330654,3.831076359844456,08/17/2020
37.651550588372594,844.5350903211473,5.859506530448462,11/16/2021
14.728295860877498,-8.388123789127022,-0.0326060178227417,05/20/2023
7.816125422724257,40.490221196747775,7.534347474959151,06/03/2021
40.59438888688712,492.4781487034416,-0.8030418817733866,07/10/2022
35.21130465524032,562.4057535497664,8.314200356742857,03/17/2021
31.44443589959016,239.2604681869664,2.6210915294759047,09/13/2020
36.1561545242477,85.17789987839956,9.311110971886029,05/16/2021
29.093746699481475,623.950424390505,1.074935928631095,11/14/2022
155.49680001807653,518.231087876475,10.655108391628648,03/30/2020
26.411274482827363,226.98244169484155,2.838486252994036,03/08/2023
98.85076685883624,1621.5789551013324,25.830234303544906,01/21/2022
24.822739944174863,286.5741328966492,3.886778659585324,09/23/2021
19.92624502765192,177.95281906259652,0.7158903037735255,10/16/2023
17.864839794202656,126.20518614130494,0.0451438335416198,02/07/2024
54.270465110279815,240.49902823173403,1.816742638784607,12/11/2022
13.07947791614934,258.38730509865024,0.6049947641466901,09/13/2023
17.472146637480304,186.3513098683662,3.7206827866487626,08/15/2020
11.608410984946955,7.490036757920805,-0.7514696311270224,04/30/2023
25.91717617813593,432.4827203785567,2.1371338048602,08/03/2020
80.66682246850618,1972.572483497196,3.5041344671483725,10/29/2020
13.704986923416303,215.57302164907844,4.186603246534172,10/22/2021
14.641385073919295,-11.1479694706168,-1.2093184099973642,02/28/2022
7.799150164807716,67.08187469270374,0.647734521933361,04/17/2024
0.880415562480314,63.271391367917296,-0.1478553229639873,03/14/2020
29.54834487557916,193.8759902206316,1.408474493900172,01/22/2024
36.40699921040826,408.7706219961084,24.55365437148016,02/06/2022
10.156374985449048,2.7390946656972943,0.3819917589392063,07/28/2023
14.352197286730574,100.73980660230228,1.6794542622259474,09/21/2023
17.04375215958581,533.204058377524,0.5035543991745547,04/06/2022
17.163304289474688,163.47966764014154,0.454324557804144,05/09/2023
47.189893171112814,765.2341045046064,0.3471257169171626,12/16/2022
79.49889094801328,1180.8314636046582,17.025785019033837,12/18/2020
8.020365432932778,-39.425658280457256,0.1787439960621044,04/13/2024
7.988580142885153,139.92868176799965,1.2529440776309484,03/04/2024
11.044920030524086,-38.471703066126565,1.769984096311064,03/23/2024
106.78976815109138,1848.043495824428,27.437250755554736,12/09/2020
13.74702110754393,209.9631791365468,-0.6997720058079455,01/24/2024
14.068806186117476,45.42036413842448,1.368815297195345,04/05/2023
19.606556350297023,248.0954925422521,4.283606770594364,10/13/2021
17.803602243562246,129.1146797418725,2.5008998067655424,10/02/2022
35.63244917867217,1863.667248383113,0.4512371120256777,05/09/2022
19.32660721529568,4.736618657800136,-0.733895607270846,03/02/2024
28.627761118807275,406.3206655710451,3.617407444005592,03/24/2023
163.97377879447814,946.1751471692404,36.58700981173006,04/21/2020
43.07767075704323,906.2421594517776,18.46354843536938,01/31/2022
-3.1628504883162947,165.10922645319917,3.858805161729681,03/09/2024
39.12473709748783,1000.9402397873926,2.0181920527197312,07/15/2022
36.96852154969497,786.7458783015212,-0.2444256147748167,08/10/2022
19.882377927995897,394.3804658024966,0.4557568145046241,02/08/2023
11.06921030966609,-62.04146736041511,-1.041431985041597,03/10/2020
60.017766955872204,674.630659348459,12.321000129573433,01/20/2021
31.568083089050152,872.9524927850763,1.3170367877381417,07/27/2022
106.46969340890682,165.7581986884214,38.794868870705656,05/10/2020
6.174968569993849,43.68822612285056,1.0418882151437172,06/19/2021
166.7663993301657,770.0318293334307,49.67004936717271,05/02/2020
12.337805547873788,40.04479530994601,-0.2640262556217682,04/06/2024
30.56365296100092,553.0540659409731,-1.6955286703468406,11/22/2022
7.862913223501936,196.53807849238763,0.1129063474815086,03/15/2024
24.092938853931347,440.58347231111,5.277870542414479,09/29/2021
45.65554738786781,450.20933196951466,7.832308010813727,02/04/2021
23.622470285505567,176.85278998954277,0.4488427576060217,02/12/2023
-2.4472222060939623,17.955218025032412,0.348604343104568,04/16/2024
33.21894794960184,702.7058619126592,2.557490397624674,09/13/2022
37.534956403825845,400.462124206044,3.346487619471132,08/09/2021
24.542031449346887,478.5097731852603,1.2071652007406644,09/08/2020
11.476542116892825,197.879567113322,4.750361458232311,10/08/2022
26.225111348167943,398.8889006504869,6.486217585621409,10/10/2020
41.79765776849405,194.9339922912976,23.2304033598266,06/09/2020
20.718274038009,530.5819076389193,6.174504084725454,07/20/2020
15.489760652351883,-35.714222501777186,0.1677218582718779,01/13/2024
10.94043327820821,526.7305565237676,-1.0247537659570487,04/30/2022
-3.407729822245167,64.78362359638163,1.049418458999405,05/12/2024
30.25684936909662,692.8053614027577,6.35313781278297,03/24/2021
15.610122364329127,221.07394816814283,-0.6018974031157259,11/10/2023
193.8191183207008,3254.1741788050813,28.429615926033367,01/08/2022
23.245674374570964,410.2865352632648,21.0500743770461,06/15/2020
13.703043021225106,72.8896937090525,0.9119552715885462,04/19/2023
33.41063019977559,302.62142598559984,6.39930006802489,09/11/2021
53.432020652571325,1027.1023537891194,5.458535895499222,04/05/2021
18.008750301253393,-26.3382978803418,4.956101598902878,08/30/2020
47.33232434272936,740.9530600934858,1.4682973930105678,08/22/2022
31.32726578241716,206.19370691940685,8.870898192019204,03/04/2021
202.37777770304228,3614.525709128697,29.90952861293796,01/13/2022
25.977577836129942,230.5179725926096,1.5343920693641857,09/03/2020
157.4638002302263,1450.606586512954,19.3694751106121,12/25/2021
42.515095459969125,697.9450175458611,-0.1160777593327586,06/15/2022
24.7552303736575,320.7533267682778,-0.8163957800529444,09/23/2022
33.330560171485885,425.1667328886384,-0.0860033794779117,09/20/2022
65.44468810753315,639.59360569761,16.108899427724417,01/16/2021
30.37604025172424,295.677727862652,7.478624102956863,07/02/2020
25.557631756899266,1246.240770572278,1.6180223594419287,05/03/2022
27.621469153114543,452.03330421500704,1.766893917249432,08/12/2020
23.79321502049165,89.77939997136018,-0.0125091063099846,09/18/2023
23.16077314777488,274.0371888250738,3.580842706570313,09/18/2021
13.468371042695711,380.506746650961,0.2085742112355891,04/08/2022
6.946907396855354,80.97336342491029,0.9323681289462584,06/06/2023
77.703868653355,813.5886058931438,22.89499902507785,05/26/2020
13.75030454980206,73.96025655977164,3.5483077123054003,07/18/2020
17.75223792413808,99.09554694402918,-1.1585333254368009,09/11/2023
29.265134869006783,1615.9180392517328,1.1737685269593083,05/11/2022
69.43222992848122,397.99237933862327,22.229799197396147,05/25/2020
8.868042609752322,44.775296186996506,3.286399600159325,05/04/2024
