Household/family type,SERIALNO,INTP_adj
Other,30650,0.0
Other,30650,0.0
1,30745,0.0
1,30745,0.0
1,30792,0.0
1,30792,0.0
1,30805,0.0
1,30805,0.0
1,30805,0.0
1,30805,0.0
6,30845,0.0
1,30947,0.0
1,30947,0.0
1,30975,0.0
1,30975,0.0
1,30975,0.0
Other,30983,0.0
Other,30998,0.0
Other,31013,0.0
3,31019,Other
3,31019,0.0
3,31019,0.0
3,31019,0.0
3,31019,0.0
3,31019,0.0
1,31022,0.0
1,31022,0.0
1,31084,0.0
1,31084,0.0
1,31084,0.0
1,31084,0.0
6,31236,Other
1,31287,0.0
1,31287,Other
1,31287,0.0
1,31287,0.0
3,31301,0.0
3,31301,Other
6,31308,0.0
6,31323,0.0
6,31335,Other
Other,31409,Other
Other,31409,Other
1,31561,0.0
1,31561,0.0
1,31563,Other
1,31563,0.0
1,31563,0.0
1,31672,0.0
1,31672,0.0
1,31672,0.0
3,31758,0.0
3,31758,0.0
3,31758,0.0
6,31760,0.0
1,31773,Other
1,31773,0.0
1,31773,0.0
1,31796,0.0
1,31796,0.0
3,31808,0.0
3,31808,0.0
3,31808,0.0
1,31904,0.0
1,31904,0.0
3,31995,0.0
3,31995,0.0
3,31995,0.0
1,32020,0.0
1,32020,Other
1,32020,0.0
6,32023,0.0
1,32054,0.0
1,32054,0.0
1,32054,0.0
1,32054,0.0
1,32054,0.0
Other,32122,0.0
Other,32122,0.0
3,32230,0.0
3,32230,0.0
Other,32271,0.0
