AREA,DISTRICT,SAFETY
Other,,59.24
area_3,Other,59.09
area_4,Other,52.5
area_5,Other,72.31
area_3,,57.85
area_3,Other,73.15
area_3,Other,58.31
area_4,Other,36.67
area_5,25.0,56.95
area_1,Other,64.46
area_4,Other,61.87
area_3,Other,68.83
area_1,Other,47.68
area_3,Other,63.69
area_4,Other,57.88
area_2,Other,56.04
area_1,Other,55.21
area_5,25.0,57.58
area_3,Other,59.18
area_2,Other,53.54
area_5,25.0,62.12
Other,,65.74
area_5,Other,67.73
area_3,Other,62.3
area_4,Other,40.37
area_3,Other,53.41
area_1,Other,58.4
area_3,Other,59.07
area_5,Other,67.84
area_3,Other,67.51
area_3,Other,72.34
area_3,Other,63.94
area_2,Other,60.31
area_5,Other,66.18
area_1,Other,65.21
area_5,,65.45
area_4,Other,36.97
area_5,Other,67.49
area_3,Other,72.9
area_3,Other,63.69
area_5,25.0,56.65
area_5,Other,63.55
area_2,Other,65.02
area_1,Other,56.23
area_5,Other,58.67
area_4,Other,54.92
area_5,Other,69.55
area_3,Other,62.35
area_3,Other,69.38
area_3,Other,67.55
area_3,Other,45.27
area_2,Other,64.78
area_2,Other,34.19
area_2,,56.99
area_3,Other,67.13
area_5,Other,66.42
,,58.04
area_1,Other,61.68
area_2,Other,49.43
area_2,Other,60.24
area_2,Other,61.17
area_2,Other,57.45
area_3,Other,67.61
area_3,Other,56.48
area_3,Other,70.75
area_3,Other,54.44
area_1,Other,62.18
area_3,Other,69.53
area_1,Other,63.96
area_5,,61.05
area_4,,55.42
area_3,Other,68.93
area_5,25.0,63.11
area_3,Other,55.25
area_5,Other,59.45
area_3,Other,60.72
area_5,Other,62.28
area_2,Other,57.03
area_1,Other,53.16
,,65.59
,,65.59
area_3,Other,65.7
area_3,Other,62.46
area_3,Other,62.97
area_5,Other,60.37
area_3,Other,59.75
area_3,Other,63.61
area_1,Other,57.3
area_2,Other,43.64
area_3,Other,63.03
area_5,,61.29
area_3,Other,66.44
area_3,Other,52.59
area_2,,55.12
area_5,Other,61.35
area_3,Other,55.28
area_5,25.0,66.84
area_1,Other,51.51
area_1,Other,61.25
area_2,Other,57.13
area_1,Other,46.5
area_2,Other,50.69
area_3,Other,57.09
Other,,63.36
area_1,Other,57.73
area_1,Other,60.27
area_1,Other,61.51
area_1,Other,59.54
area_1,Other,54.44
area_3,Other,52.59
area_5,25.0,60.86
area_2,Other,55.5
area_5,Other,66.15
area_4,Other,38.29
area_3,Other,64.19
area_5,Other,67.52
area_3,Other,64.26
area_1,Other,51.37
area_2,Other,49.84
area_3,Other,68.69
area_3,Other,67.96
Other,,59.33
area_4,Other,53.92
area_5,Other,58.07
area_2,Other,56.13
,,62.69
,,62.69
area_2,Other,54.25
area_1,Other,45.22
area_5,Other,57.65
area_3,Other,64.07
area_1,Other,64.07
area_5,Other,62.44
area_3,Other,69.11
area_3,Other,54.84
area_2,Other,49.88
area_3,Other,58.46
area_3,Other,62.2
area_1,Other,58.76
area_5,Other,66.04
area_1,Other,55.41
area_5,25.0,64.81
area_3,Other,60.92
area_4,Other,44.75
area_2,Other,40.15
area_2,Other,61.86
area_5,Other,78.34
area_3,Other,46.38
area_3,Other,70.13
area_3,Other,55.99
area_4,,52.22
area_5,Other,73.45
area_5,,64.73
area_5,Other,59.48
area_2,Other,68.56
area_1,Other,45.33
area_5,Other,60.95
area_5,Other,67.2
area_3,Other,57.77
area_5,25.0,56.47
area_1,Other,55.6
area_1,Other,63.26
area_3,Other,66.34
area_1,Other,63.73
area_2,Other,49.16
area_3,Other,68.51
area_1,Other,51.67
area_1,Other,54.2
area_1,Other,50.96
area_1,Other,50.38
area_1,Other,59.2
area_2,Other,55.21
area_1,Other,62.04
area_5,Other,62.78
area_2,Other,58.66
,,61.35
area_4,Other,43.25
,,59.79
area_2,Other,55.67
area_5,25.0,54.04
area_1,Other,55.2
area_4,Other,52.51
area_1,Other,50.85
area_1,Other,60.42
area_2,Other,44.92
area_2,Other,61.22
area_1,Other,57.93
area_5,Other,71.97
area_5,Other,72.11
area_5,Other,65.9
area_2,Other,67.79
area_2,Other,57.67
area_1,Other,53.92
area_3,Other,72.88
area_2,,59.11
area_3,Other,54.66
area_2,Other,45.62
area_1,Other,53.11
area_4,Other,53.55
area_2,Other,51.64
area_1,Other,46.58
area_1,Other,47.8
area_1,Other,59.36
area_3,Other,63.78
area_2,Other,56.62
area_5,Other,58.98
area_4,,55.68
area_5,Other,57.46
area_1,Other,53.75
area_2,Other,57.03
area_3,Other,64.88
area_2,Other,53.49
area_1,Other,43.86
area_1,Other,57.26
area_1,Other,50.94
area_3,Other,68.75
area_3,Other,63.21
area_5,Other,57.03
area_1,Other,58.7
area_1,Other,59.1
area_3,Other,53.28
area_5,25.0,57.36
area_3,Other,62.04
area_1,Other,60.04
area_1,Other,53.88
area_4,Other,54.86
area_4,Other,52.4
area_1,Other,55.99
area_5,Other,69.53
area_5,Other,52.6
area_3,Other,64.14
area_4,Other,54.89
area_1,Other,56.21
area_3,Other,67.81
area_5,Other,66.66
area_2,Other,58.39
area_5,Other,61.77
area_3,Other,60.42
area_2,Other,67.69
area_3,Other,70.1
area_4,Other,47.51
area_3,Other,59.51
area_1,Other,50.13
area_4,Other,51.35
area_5,Other,58.33
area_5,25.0,54.13
area_5,Other,67.07
area_5,25.0,70.88
area_5,25.0,62.15
area_3,Other,61.58
area_1,Other,57.04
area_1,Other,56.97
area_1,Other,54.56
area_2,Other,62.26
area_3,Other,66.49
area_5,Other,76.15
area_5,Other,63.38
area_2,Other,60.91
area_4,Other,48.6
area_5,Other,66.45
area_3,Other,58.03
area_4,Other,55.98
area_5,25.0,73.12
area_4,Other,60.73
area_3,Other,67.98
area_3,Other,61.5
area_1,Other,56.51
area_1,Other,58.44
area_3,Other,65.67
area_5,Other,58.69
area_4,,52.32
area_2,Other,59.76
area_3,Other,67.31
area_1,Other,56.1
area_1,Other,43.82
area_3,Other,54.91
area_2,Other,52.44
area_3,Other,55.71
area_1,Other,37.41
area_3,Other,50.85
,,57.81
area_5,25.0,50.45
area_2,Other,48.44
area_5,25.0,52.29
area_1,Other,49.15
area_5,,66.74
area_1,Other,62.04
area_2,Other,52.3
area_4,Other,44.48
area_5,25.0,53.91
area_3,Other,57.48
area_5,Other,61.18
area_2,Other,55.31
Other,,64.94
area_5,,60.59
area_4,Other,46.21
area_4,Other,47.01
area_2,Other,49.65
area_2,Other,41.65
area_5,Other,60.75
area_2,,50.34
area_2,Other,54.87
area_3,Other,58.58
area_1,Other,46.31
area_3,Other,52.31
area_2,Other,56.73
area_3,Other,66.02
area_2,Other,57.57
area_1,Other,47.84
area_1,Other,52.01
area_5,25.0,58.53
area_5,25.0,56.78
area_1,Other,45.38
area_1,Other,55.75
area_5,25.0,49.5
area_2,Other,45.88
area_2,Other,54.35
area_1,Other,52.2
area_2,Other,45.31
area_4,Other,33.84
area_2,Other,46.85
area_1,Other,49.72
area_3,Other,72.58
area_3,Other,64.46
area_5,25.0,59.87
area_1,Other,58.21
area_1,Other,55.82
area_3,Other,58.76
area_5,Other,64.09
area_1,Other,51.83
area_4,,52.85
area_3,Other,66.66
area_5,Other,69.05
area_5,Other,64.32
area_1,Other,58.4
area_2,Other,66.41
area_4,Other,46.38
area_3,Other,61.66
area_1,Other,50.31
area_5,25.0,54.21
area_5,Other,62.44
area_1,Other,46.7
area_2,Other,56.48
area_3,Other,66.76
area_3,Other,62.23
area_2,Other,50.93
area_5,Other,62.48
area_1,Other,50.69
area_2,Other,58.61
,,61.98
,,61.98
Other,,67.41
area_4,Other,58.18
area_4,Other,49.88
area_1,Other,52.98
area_1,Other,50.11
area_5,25.0,63.59
area_4,Other,50.44
area_2,Other,55.57
area_1,,55.8
area_5,Other,61.09
area_1,Other,59.2
area_1,Other,56.93
area_3,Other,59.45
area_1,Other,56.32
area_1,Other,60.43
area_5,Other,58.12
area_1,Other,46.69
area_2,Other,57.5
area_1,Other,57.06
area_4,Other,55.01
area_1,Other,46.71
area_1,Other,58.11
area_5,Other,61.16
area_1,Other,46.36
Other,,60.42
area_2,Other,58.46
area_4,Other,53.43
area_1,Other,56.99
area_2,Other,64.27
area_5,25.0,57.69
area_1,Other,52.3
area_3,Other,68.59
area_1,Other,64.48
area_3,Other,70.23
area_1,Other,65.66
area_1,Other,58.38
area_5,Other,59.53
area_2,Other,66.29
area_2,Other,53.44
area_2,Other,52.37
area_5,25.0,53.42
area_3,Other,66.9
area_2,Other,55.97
area_4,Other,71.32
area_2,Other,53.65
area_4,Other,50.25
area_1,Other,54.02
area_2,Other,51.88
area_3,Other,60.05
area_5,Other,72.65
area_4,Other,56.34
area_4,Other,45.51
area_5,Other,65.57
area_5,Other,63.93
area_1,Other,59.66
area_3,Other,55.33
area_1,Other,56.34
area_3,Other,63.76
area_3,Other,58.26
area_4,Other,59.34
area_4,Other,61.04
area_4,Other,53.92
area_1,Other,56.37
area_2,Other,55.1
area_2,Other,60.39
area_3,Other,66.34
area_1,Other,55.39
area_5,Other,53.12
area_1,Other,56.6
area_1,,55.4
area_2,Other,54.03
area_3,Other,57.09
area_1,Other,49.26
area_2,Other,51.83
area_5,25.0,53.78
area_3,Other,55.52
area_2,Other,53.58
area_5,Other,62.98
area_4,Other,59.76
area_1,Other,59.76
area_5,Other,64.52
area_5,Other,58.97
area_1,Other,65.92
area_3,Other,54.79
area_1,Other,56.84
area_2,Other,54.77
area_1,Other,44.97
area_1,Other,49.27
area_2,Other,58.13
area_5,Other,67.06
area_2,Other,53.09
area_5,Other,66.98
area_5,Other,58.37
area_2,Other,62.86
area_3,Other,64.76
area_3,Other,68.76
,,61.2
,,61.2
area_2,Other,47.33
area_1,Other,65.15
area_3,Other,71.29
area_3,Other,57.06
area_2,Other,48.97
area_1,Other,64.64
Other,,61.34
area_5,Other,55.58
area_2,Other,48.91
area_5,Other,64.35
area_2,Other,54.93
area_2,Other,52.28
area_5,25.0,60.23
area_2,Other,60.5
area_2,Other,54.31
area_3,Other,70.25
,,57.33
area_1,Other,70.44
area_4,Other,44.31
area_5,Other,68.13
area_5,25.0,59.57
area_4,Other,34.0
area_3,Other,60.39
area_2,Other,48.24
area_1,Other,69.26
area_4,Other,53.87
area_4,Other,64.75
area_1,Other,54.23
area_2,,54.1
area_2,Other,55.55
area_4,Other,49.11
area_3,Other,65.79
Other,,58.06
area_1,Other,58.43
area_4,Other,51.76
area_2,Other,53.48
area_3,Other,67.89
area_1,Other,45.83
area_3,Other,66.96
area_5,Other,62.92
area_3,Other,70.71
area_2,Other,58.88
area_5,Other,65.02
area_3,Other,58.36
area_5,,66.74
area_3,Other,67.98
area_5,25.0,60.45
area_4,Other,43.26
area_5,Other,59.46
area_1,Other,41.91
area_5,Other,63.52
area_1,Other,56.46
area_4,,49.52
area_4,Other,56.81
area_4,Other,54.24
area_2,Other,53.63
Other,,65.7
area_3,Other,49.48
area_1,,55.88
area_4,Other,51.93
area_3,Other,68.49
area_1,Other,49.04
area_1,Other,53.17
area_2,Other,60.45
Other,,68.91
area_3,Other,71.97
area_4,Other,47.55
area_5,Other,64.07
area_4,Other,58.18
area_5,25.0,67.61
,,65.74
,,65.74
area_4,Other,40.55
area_1,Other,68.91
area_5,25.0,60.48
area_2,Other,58.8
area_4,Other,58.74
area_1,Other,49.95
area_4,Other,53.64
area_1,Other,59.88
area_4,Other,62.98
area_5,Other,70.81
area_5,25.0,63.19
area_2,Other,52.92
area_1,Other,56.98
area_5,Other,64.55
area_3,Other,52.59
area_3,Other,64.4
area_1,Other,57.66
area_3,Other,66.12
area_2,Other,59.14
area_2,Other,55.49
area_3,Other,68.65
area_3,Other,66.82
area_1,Other,60.52
area_5,Other,63.09
area_3,Other,56.19
area_1,,50.16
area_5,Other,62.02
area_3,Other,68.78
Other,,54.69
area_4,Other,54.79
area_4,Other,49.55
area_3,Other,62.55
area_3,Other,70.82
area_4,Other,49.84
area_3,Other,62.05
,,66.04
,,66.04
area_2,Other,54.64
area_4,Other,56.81
area_2,Other,50.07
area_5,25.0,61.51
area_3,Other,59.45
area_2,Other,50.41
area_4,Other,53.4
area_3,Other,71.22
Other,,56.05
area_1,Other,46.72
area_3,Other,70.04
area_3,Other,62.95
area_3,Other,55.42
area_4,Other,49.91
area_2,Other,55.27
,,57.62
area_5,Other,63.49
area_2,,50.73
area_2,Other,68.82
area_1,Other,43.81
area_4,Other,32.7
area_1,Other,53.86
area_1,Other,53.57
area_2,,53.01
area_2,,58.13
area_1,Other,46.14
area_3,Other,59.38
area_4,Other,53.32
area_4,Other,35.24
area_2,Other,63.73
area_3,Other,66.84
area_4,Other,52.46
area_1,Other,58.28
area_4,Other,41.1
area_3,Other,57.6
area_3,Other,66.7
area_3,Other,53.91
area_2,Other,55.27
area_5,Other,69.45
area_2,Other,41.61
area_2,Other,60.58
area_3,Other,58.4
area_1,Other,57.68
area_2,,47.19
area_5,Other,58.52
area_5,Other,65.36
area_5,Other,65.81
area_3,Other,58.68
area_3,Other,53.92
area_1,Other,49.35
area_5,Other,71.05
area_2,,57.27
area_4,Other,57.37
area_1,Other,57.59
area_1,Other,66.44
area_5,25.0,52.46
area_5,25.0,60.41
area_2,Other,49.75
area_2,,56.42
Other,,57.56
area_5,Other,69.03
area_1,Other,49.89
area_3,Other,57.99
area_5,Other,63.62
area_5,25.0,57.02
,,59.65
area_5,Other,61.33
area_2,Other,50.92
area_1,Other,41.62
area_1,Other,55.74
area_3,Other,61.03
area_1,Other,61.17
area_4,Other,51.38
area_1,Other,64.65
area_1,Other,55.3
area_5,25.0,59.94
area_3,Other,69.62
area_2,Other,56.94
area_1,Other,47.32
area_1,Other,55.49
area_1,Other,62.36
area_1,Other,40.0
area_3,Other,72.1
area_5,Other,57.14
area_1,Other,49.57
area_5,Other,61.36
area_3,Other,66.8
area_3,Other,62.73
area_2,Other,55.99
area_5,25.0,65.79
area_2,Other,52.58
area_1,Other,57.52
area_2,Other,70.16
area_1,,58.44
area_2,Other,58.81
area_5,25.0,53.73
area_3,Other,66.74
area_5,25.0,56.66
area_3,Other,67.18
area_1,Other,46.71
area_2,Other,54.83
Other,,56.95
area_1,Other,51.54
area_5,25.0,57.09
area_1,Other,57.41
area_5,Other,62.71
area_1,Other,51.3
area_4,Other,56.23
area_5,,65.35
area_5,Other,67.56
area_3,Other,60.51
area_1,Other,45.94
area_3,Other,62.55
area_3,Other,54.09
area_4,Other,55.83
area_5,Other,64.3
area_3,Other,56.01
area_1,Other,62.1
area_3,Other,65.94
area_5,Other,61.44
area_3,Other,63.68
area_1,Other,46.65
area_2,Other,50.56
area_1,Other,50.7
area_3,Other,57.31
area_5,25.0,60.08
area_4,Other,39.98
area_3,Other,63.03
area_5,Other,55.16
area_1,Other,52.66
area_1,Other,56.43
area_5,25.0,65.86
area_3,Other,68.09
area_5,25.0,63.3
area_1,Other,56.23
area_3,Other,61.41
area_3,Other,63.96
area_3,Other,60.83
area_4,Other,62.61
area_3,Other,71.69
area_3,Other,60.63
area_1,Other,58.11
area_5,Other,63.49
area_5,25.0,59.97
area_3,Other,69.82
area_5,Other,66.22
area_5,Other,66.86
area_3,Other,47.27
area_1,Other,69.93
,,57.05
area_3,Other,59.95
area_5,Other,63.5
area_3,Other,66.29
area_1,Other,56.94
area_2,Other,56.94
area_3,Other,58.14
area_5,25.0,58.81
area_2,Other,65.82
area_3,Other,66.69
area_2,Other,60.29
,,55.37
area_5,25.0,66.74
area_1,Other,60.59
area_5,Other,55.97
area_3,Other,53.25
area_2,Other,44.08
area_3,Other,57.9
area_1,Other,56.37
area_1,Other,61.53
area_2,Other,67.24
area_5,Other,55.24
area_4,Other,50.95
area_2,,57.6
area_5,Other,73.13
Other,,65.0
area_1,Other,49.93
area_3,Other,55.74
area_1,Other,47.8
area_1,Other,46.65
area_5,Other,65.67
area_3,Other,69.86
area_2,Other,45.62
area_1,Other,49.08
area_5,Other,65.66
area_3,,60.99
area_1,Other,57.12
area_3,Other,64.8
area_3,Other,62.02
area_1,Other,55.42
area_2,Other,51.67
area_1,,52.45
area_4,Other,52.42
area_4,,53.45
area_2,Other,52.23
area_5,Other,63.96
area_5,Other,62.26
area_5,25.0,53.02
Other,,63.27
area_1,Other,48.38
area_3,Other,67.04
area_1,Other,58.54
area_4,Other,47.28
area_3,Other,63.79
area_3,Other,65.12
area_3,Other,61.12
area_1,Other,52.3
area_4,Other,55.48
area_5,Other,66.5
area_4,Other,58.65
area_5,25.0,54.35
area_2,Other,67.01
area_2,Other,55.74
area_1,Other,61.92
area_5,25.0,60.49
area_4,Other,48.19
area_3,,67.89
area_1,Other,60.35
area_5,25.0,62.88
area_5,25.0,59.42
area_1,Other,62.62
area_5,Other,63.91
area_2,Other,52.44
area_1,Other,50.96
area_5,Other,62.66
area_1,Other,60.29
Other,,59.3
area_3,Other,54.14
area_1,Other,50.85
area_3,,66.09
area_5,Other,57.72
area_5,Other,70.0
area_3,Other,67.59
area_3,Other,61.04
,,58.99
,,58.99
area_2,Other,51.86
area_2,Other,52.72
area_1,Other,58.94
area_3,Other,66.0
area_3,Other,68.44
area_1,,52.8
area_1,Other,54.04
area_3,Other,67.95
Other,,68.98
area_3,Other,65.89
area_2,Other,55.01
area_2,Other,47.71
area_2,Other,61.05
area_2,Other,60.62
area_3,Other,71.66
area_2,Other,52.41
area_1,Other,53.35
area_3,Other,68.34
area_3,Other,60.72
area_3,Other,62.28
area_3,Other,56.24
area_3,Other,61.9
area_5,25.0,57.11
area_4,Other,43.53
area_1,Other,51.14
area_2,Other,51.08
area_3,Other,55.77
area_1,Other,52.67
area_5,Other,55.75
area_4,Other,63.67
area_5,25.0,71.85
area_3,Other,54.75
area_3,Other,66.68
area_1,Other,56.21
area_3,Other,71.37
area_3,Other,67.13
area_1,Other,62.13
area_2,Other,50.45
area_3,Other,65.31
area_1,Other,60.18
area_2,Other,59.03
area_4,Other,42.83
area_4,Other,41.29
area_1,Other,59.78
area_3,Other,54.01
area_1,Other,50.19
area_4,Other,57.36
area_4,Other,50.77
area_2,Other,48.08
area_4,Other,53.63
area_1,Other,45.08
area_1,,60.45
area_1,Other,50.77
area_5,Other,61.26
area_4,Other,45.99
area_3,Other,67.09
area_4,Other,58.44
area_3,,59.94
area_5,Other,61.3
area_4,Other,50.15
,,60.09
,,60.09
area_1,Other,52.71
area_3,Other,70.69
area_4,Other,53.39
,,56.84
,,56.84
area_5,Other,60.07
area_5,25.0,57.46
area_4,Other,52.28
area_3,Other,47.71
area_3,Other,70.52
area_2,Other,48.68
area_2,Other,47.83
area_4,Other,46.49
area_4,Other,57.46
area_3,Other,55.46
area_2,Other,58.94
area_5,,62.72
area_3,Other,52.46
area_3,Other,70.52
area_1,Other,62.65
Other,,63.91
area_3,Other,65.71
area_4,Other,54.34
Other,,61.38
area_3,Other,61.49
area_1,Other,51.67
area_2,Other,52.45
area_3,Other,70.48
area_5,25.0,53.85
area_2,Other,58.11
area_5,25.0,59.16
area_2,Other,58.31
area_2,Other,66.27
area_5,25.0,63.11
area_2,Other,51.37
area_3,Other,61.28
area_1,Other,51.16
area_3,,65.22
area_2,Other,60.45
area_2,Other,62.86
area_4,Other,49.14
area_1,Other,52.84
area_1,Other,57.98
area_5,Other,70.66
area_3,Other,61.84
area_1,Other,49.06
area_1,Other,56.36
area_1,Other,54.5
area_4,Other,56.89
area_4,Other,37.0
area_5,Other,59.98
area_2,Other,56.9
area_1,Other,60.62
area_5,Other,70.41
area_4,Other,58.27
area_3,Other,62.66
area_5,25.0,59.74
area_3,Other,49.78
area_5,Other,64.53
,,63.95
,,63.95
area_5,25.0,56.79
area_5,Other,64.32
area_3,Other,65.81
Other,,63.61
area_5,Other,66.47
area_2,Other,57.46
area_1,Other,58.81
area_1,Other,56.86
area_2,,57.12
area_3,Other,62.3
area_5,Other,67.32
area_3,Other,62.41
area_5,Other,73.64
area_3,Other,51.52
area_4,,49.91
area_5,Other,64.19
area_3,Other,58.48
area_3,Other,70.74
area_2,Other,51.95
area_1,Other,59.02
area_3,,58.87
area_5,25.0,56.47
area_2,,54.52
area_5,Other,59.21
area_5,Other,64.68
area_3,Other,52.24
area_2,Other,61.09
area_3,Other,58.47
area_3,Other,60.21
area_4,Other,58.1
area_1,Other,50.51
area_1,Other,46.33
area_3,Other,62.54
area_2,Other,55.9
Other,,60.09
area_3,Other,62.72
area_5,Other,57.41
area_3,Other,66.64
area_2,Other,46.05
area_4,Other,55.37
area_3,Other,68.74
area_3,Other,63.2
area_2,Other,59.28
area_5,25.0,65.19
Other,,69.79
area_5,Other,62.37
area_1,Other,53.68
area_1,Other,49.96
area_3,Other,65.68
area_4,Other,53.35
area_2,Other,55.14
area_3,Other,63.1
area_5,25.0,48.29
area_2,Other,58.14
area_2,Other,50.0
area_5,Other,67.49
area_3,Other,63.72
area_1,Other,52.34
area_5,Other,79.99
area_2,Other,45.67
area_1,Other,56.17
area_2,Other,41.64
area_5,Other,56.98
area_1,,59.9
area_4,Other,49.53
area_1,Other,61.46
area_3,Other,73.26
area_5,Other,65.76
area_4,Other,59.94
area_5,Other,64.68
area_5,Other,66.71
area_2,Other,59.95
area_2,Other,67.36
area_3,Other,56.06
area_1,Other,57.05
area_3,Other,57.1
area_3,Other,51.31
area_3,Other,68.04
area_3,Other,61.69
area_4,Other,57.21
area_3,Other,54.76
area_1,Other,53.72
area_4,Other,46.87
area_3,Other,66.58
area_3,Other,61.76
area_3,Other,67.47
area_5,Other,63.2
area_2,Other,48.61
area_5,25.0,66.8
area_5,25.0,64.07
area_5,Other,55.97
area_2,Other,50.97
area_3,Other,57.79
area_4,Other,54.16
area_5,25.0,63.65
area_1,Other,59.09
Other,,66.45
Other,,61.45
area_2,,53.91
area_1,Other,33.93
area_2,Other,54.47
area_5,Other,69.39
area_4,Other,50.53
area_1,Other,59.29
area_1,Other,51.91
area_4,,54.93
area_3,Other,48.84
area_2,Other,62.28
area_3,Other,65.53
area_3,Other,64.74
area_3,Other,70.96
area_5,Other,56.26
area_3,Other,62.2
area_5,Other,56.34
area_4,Other,46.1
area_3,,61.71
area_2,Other,51.48
Other,,63.69
area_4,Other,41.91
area_2,Other,65.13
area_3,Other,68.97
area_4,Other,38.55
area_3,Other,72.33
area_1,Other,59.89
area_5,25.0,59.81
area_1,Other,66.36
area_3,Other,68.1
area_5,Other,66.87
area_1,Other,51.48
Other,,65.68
area_1,Other,51.2
area_5,Other,66.09
area_3,Other,66.92
area_5,25.0,56.11
area_3,Other,69.29
area_3,Other,66.37
,,55.58
area_5,Other,62.03
area_3,Other,59.75
,,57.88
area_1,Other,57.46
,,60.56
area_4,,57.22
area_3,Other,73.25
area_5,Other,68.75
area_1,Other,35.24
area_1,Other,51.54
area_3,Other,58.73
area_4,Other,59.17
area_2,Other,59.5
area_1,Other,50.39
area_3,Other,60.2
area_4,,55.48
area_5,Other,66.1
area_2,Other,61.27
area_1,Other,58.68
,,57.5
area_5,25.0,62.07
area_2,Other,68.63
area_1,Other,58.34
area_5,Other,64.68
area_3,Other,68.17
area_4,Other,58.81
area_4,Other,44.34
area_1,Other,60.79
Other,,61.21
area_5,Other,64.77
area_5,25.0,62.93
area_3,Other,64.42
area_3,Other,60.53
area_1,Other,46.94
area_2,Other,53.56
area_3,Other,61.67
area_4,Other,51.0
area_5,,65.89
area_3,Other,63.86
area_5,Other,61.56
area_5,25.0,68.25
area_1,Other,41.78
area_3,Other,64.99
area_1,Other,61.33
area_5,25.0,65.58
area_5,Other,64.77
area_2,Other,53.89
area_3,Other,68.96
area_1,Other,43.99
area_4,Other,44.46
area_1,Other,54.27
area_5,25.0,51.56
area_5,Other,65.12
area_5,25.0,61.58
area_5,25.0,62.74
area_3,Other,70.04
area_5,Other,68.55
area_1,Other,47.17
area_4,Other,50.44
area_5,Other,63.06
area_2,Other,54.63
area_5,Other,64.11
Other,,64.58
area_1,Other,48.61
area_4,,49.15
area_2,Other,55.89
area_1,Other,39.51
area_2,,50.34
area_3,Other,61.51
area_1,Other,62.64
area_2,,56.79
area_2,Other,54.57
area_3,Other,68.95
area_5,25.0,60.82
area_1,Other,48.75
area_3,Other,57.19
area_4,Other,56.57
area_3,Other,65.87
area_5,Other,58.94
area_2,Other,57.56
area_3,Other,64.17
area_5,25.0,58.99
Other,,53.19
area_3,Other,65.67
area_2,Other,46.64
area_5,,59.05
area_3,Other,62.42
area_5,25.0,54.46
area_3,Other,61.25
area_5,25.0,57.44
area_3,Other,63.45
area_5,Other,62.07
area_5,25.0,57.69
area_3,Other,57.81
area_5,25.0,61.46
Other,,65.1
area_3,Other,64.02
area_3,Other,58.19
area_5,Other,70.66
area_3,Other,61.92
area_5,Other,69.99
area_3,,64.9
,,60.74
area_3,Other,65.5
area_5,Other,69.38
area_4,Other,43.26
area_2,Other,59.99
,,58.04
area_4,Other,50.14
area_5,Other,57.68
area_2,Other,56.15
area_1,Other,45.61
area_2,Other,57.61
area_5,Other,63.52
area_4,Other,49.57
area_5,25.0,60.64
area_1,Other,50.48
area_1,,54.49
area_2,Other,59.51
area_3,Other,63.54
area_1,Other,53.73
area_1,,57.6
area_1,Other,57.36
area_2,Other,54.6
Other,,62.61
Other,,66.03
area_2,Other,50.79
area_4,Other,54.16
area_3,Other,62.95
area_2,Other,62.13
area_1,Other,46.74
area_1,Other,42.44
Other,,61.01
area_4,Other,45.05
area_1,Other,54.57
area_2,Other,53.33
area_4,Other,62.98
area_5,Other,64.8
area_3,Other,61.13
area_3,Other,56.26
area_2,Other,55.26
area_3,Other,63.81
area_2,Other,52.11
area_2,Other,61.08
area_3,Other,66.0
area_3,Other,72.73
,,62.51
,,62.51
area_2,Other,54.65
area_2,Other,49.35
area_5,,58.15
area_3,Other,65.2
area_4,Other,51.01
area_1,Other,56.08
area_2,Other,52.73
area_3,Other,43.72
area_3,Other,45.6
area_3,Other,65.92
area_2,,55.45
area_1,Other,53.85
area_2,Other,51.18
area_4,Other,47.57
area_4,Other,46.89
area_5,25.0,59.32
area_5,25.0,57.08
area_3,Other,68.74
area_3,Other,59.4
area_4,Other,52.06
area_2,Other,61.59
area_2,Other,48.36
area_5,Other,70.51
area_1,Other,52.47
area_4,Other,45.2
area_2,Other,58.89
area_3,Other,70.32
area_4,Other,48.72
area_2,Other,48.59
area_1,Other,50.17
area_5,,66.92
area_5,Other,59.46
area_2,Other,47.14
area_1,Other,67.24
area_5,25.0,57.24
area_4,,47.62
area_5,Other,69.14
area_5,Other,60.73
area_3,Other,56.63
area_4,Other,37.28
area_1,Other,50.31
area_4,Other,52.22
area_1,Other,64.74
area_4,Other,52.51
area_1,Other,49.85
area_5,Other,55.04
area_5,Other,66.47
area_3,Other,68.34
area_5,Other,63.05
area_1,Other,48.06
,,57.16
area_3,Other,58.83
area_3,Other,66.0
area_4,Other,54.28
area_2,Other,56.26
,,59.86
area_1,Other,51.22
area_1,Other,53.95
area_2,Other,65.43
area_5,Other,71.28
area_3,Other,63.14
area_3,Other,58.83
area_2,Other,59.53
area_1,Other,51.15
Other,,55.54
area_4,Other,50.04
area_2,Other,49.39
area_5,25.0,55.97
area_5,Other,59.24
area_5,Other,57.35
area_1,Other,50.93
area_4,Other,58.75
area_4,Other,45.53
area_2,Other,52.72
area_1,,59.4
Other,,68.94
area_2,,55.67
area_4,Other,36.73
area_1,Other,51.71
area_4,Other,51.93
area_2,Other,52.2
area_5,25.0,59.64
area_1,Other,48.03
area_4,Other,44.67
,,63.94
area_2,Other,55.93
area_3,Other,55.24
area_3,,62.3
area_1,Other,63.98
area_1,Other,48.16
area_5,Other,69.8
area_1,Other,60.29
area_5,25.0,57.1
area_4,Other,54.94
area_2,Other,60.47
area_3,Other,51.79
area_2,,57.48
area_5,Other,59.97
area_2,Other,60.8
area_3,Other,62.3
area_2,Other,48.72
area_1,Other,54.64
